nimi;kirjeldus;id;registrikood;omanik
Maavaravaru või loodusliku kivimi teisele kinnisasjale transportimise nõusoleku taotlemine;Füüsilised isikud, kes soovivad maavaravaru või looduslikku kivimit, setendit, vedelikku või gaasi, mis ei ole maavaravaruna arvele võetud viia ühelt oma kinnisasjalt teisele kinnisasjale isiklikus majapidamises kasutamise eesmärgil.;KKA-017;70008658;48812124876
Andmevahetus ning päringud kinnistusraamatust ametiasutustele;Kinnistusraamatust on x-tee kaudu võimalik vahetada andmeid ning teha päringuid erinevatel ametiasutustel (nt e-notar, maaamet, politsei, ehitisregister jt).;JUM-004;70000898;48812124868
Päringu tegemine kinnipeetava kaudu kontaktis olnud isikuni jõudmiseks;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha kinnipeeturegistrist päringuid kinnipeetava kaudu kontaktis olnud isikuni jõudmiseks;JUM-023;70000898;
Väiksema kui 3000 kogumahutavusega laeva ning 3000 ja suurema kogumahutavusega laeva kapteni diplomite ja kinnituslehtede taotlemine;Teenuse eesmärk on väiksema kui 3000 kogumahutavusega laeva ning 3000 ja suurema kogumahutavusega laeva kapteni diplomite ja kinnituslehtede väljastamine.;VTA-045;70002414;48812124874
Kogumistöös osalemine;Põllumajanduse ja maaelu arengu alaste küsimustike täitmine;EPM-013;70002578;48812124887
Riigiasutuste arveldused portaalis E-riigikassa;E-riigikassa on Interneti rakendus, mille vahendusel riigiasutustel on võimalik tööpäevadel sooritada makseid, jälgida laekumisi ning esitada ja saada teatiseid ja aruandeid.;RM-003;70000272;48812124982
Teave välismaa ülikoolide ja kvalifikatsioonide kohta;"Keskusest saab teavet välisriigi haridussüsteemidest ja kõrgkoolide ning nende õppekavade tunnustamisest; välisriigi akadeemiliste kraadide, diplomite ja teiste kvalifikatsioonide võrdlusest Eesti haridussüsteemi kvalifikatsioonidega.";ARCH-007;80011561;48812124972
Kaubaveoeeskirjade läbivaatamine ja kinnitamine;Vaadatakse läbi ja kinnitatakse raudtee kaubaveo-ettevõtjate kaubaveoeeskirjad.;TJA-072;70003218;
Vajaduspõhise õppetoetuse taotlemine;Alates 2013/2014. õppeaastast sisseastunud vähemkindlustatud perekondadest pärit tudengeid toetab riik kõrghariduse omandamisega kaasnevate lisakulude katmisel. Õppetoetuse suurus on 75 kuni 220 eurot kuus. ;HTM-009;70000740;48812124973
Kutselise kalapüügilubade menetlemine;Kutselise kalapüügilubade taotluste vastuvõtmine, taotluste menetlemine, loa andmise või loa andmisest keeldumise kohta otsuste tegemine, taotlejate teavitamine ja lubade andmine;AGRI-001;70000734;48812124983
Soojuse hinna kooskõlastamine;-;KA-007;70000303;
Statistika avaldamiskalender;Statistika avaldamise aegadest teavitab avaldamiskalender, 1. oktoobril avaldatakse avaldamiskalendris järgmise aasta statistika andmebaasi, pressiteadete, avalike andmefailide, IMFi põhinäitajate ja väljaannete avaldamise ajad.;STAT-015;70000332;48812124984
Arhitektuurimuuseumi kogude kasutamine;Arhiiv-, maketi-, mööbli-, kunsti-, foto- ja filmikogu kasutamine uurimustööks või isiklikuks otstarbeks;EAM-008;70004560;
Käelised õpitoad: jäätise-,või-,kohukese-ning sõira valmistamise kursused;Külastaja valmistab giid-pedagoogi juhendamisel ise eeltoodud piimatooteid, kaasa saab oskused ja teadmised;PIIM-002;70005982;48812124905
Turvaülevaatuse teostamine Eesti lippu kandvatele laevadele;Eesti lippu kandvate laevade turvaülevaatuse läbiviimine ja turvalisuse tunnistuse väljastamine.;VTA-010;70002414;
Ebapiisava andmekaitse tasemega välisriiki isikuandmete edastamise loa taotlemine; Isikuandmete edastamine Eestist on lubatud üksnes sellisesse riiki, kus on piisav andmekaitse tase;AKI-004;70004235;
Lennuettevõtja sertifikaadi taotlemine;Lennuettevõtja sertifikaadi taotlemine;LA-022;70000800;
Märgukiri;Märgukirjaga saab juhtida inspektsiooni tähelepanu probleemile või puudusele asutuse töös või teada anda Teile teadaolevatest õigusrikkumistest, mis ei puuduta otseselt Teie enda õigusi.;AKI-011;70004235;
Menetlustaotluste menetlemine;TJA-le esitatavad kaebused, taotlused järelelevale algatamiseks jne. ;TJA-040;70003218;
Ostujõu kalkulaator;Hindade muutuse tõttu raha ostujõud kasvab või kahaneb. Ostujõu kalkulaator võimaldab võrrelda mistahes rahasumma (sissetulek, palk, säästud jne) ostujõudu erinevatel aastatel.;STAT-021;70000332;48812124975
Kvalifitseeritud kiirguseksperdi litsentsi taotlemine;Füüsilised isikud, kes soovivad kiirguskaitse valdkonnas tegutseda kvalifitseeritud kiirguseksperdina.  ;KKA-027;70008658;48812124878
Ajatempliteenuse osutaja registreerimine;Digitaalallkirja seaduse alusel kuuluvad ajatempliteenuse osutajad registreerimisele;TJA-051;70003218;
Kinnisasja omandamine;Kinnisasja omandamise kitsendamise seadus sätestab avalikust huvist tulenevad ning riigi julgeoleku kaalutlustest lähtuvad kitsendused maatulundusmaa omandamisele.;TMV-022;70000622;48812124954
Keeleseadusest tulenevate õiguste ja kohustuste tutvustamine kodanikule;Kui kodanik soovib, tutvustab Keeleinspektsioon talle tema keeleseadusest tulenevaid õiguseid ja kohustusi. Samuti annab keeleinspektsioon kodanikule tagasidet, kas teda huvitavas asutuses, olgu siis avalikus või era-, täidetakse keeleseadust.;KI-004;70003690;48812124945
Päringu tegemine kinnipeetava suhete info saamiseks;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha kinnipeeturegistrist päringuid kinnipeetava suhete info saamiseks ;JUM-034;70000898;
ID-kaardi veahalduskeskkond;RIA majutatav keskkond, kus ID-kaardi arendajad saavad ID-kaardi tarkvara arendada.;RIA-013;70006317;
Hariduslike tugiteenuste pakkumine teaduskeskuses AHHAA;Teaduskeskus AHHAA võõrustab suurima heameelega kõiki kooligruppe üle Eesti. Gruppidele pakume keskuse lühitutvustust koos giidiga. Lisaks on võimalik tellida teisi teenuseid (õppepäevad erinevatel teemadel, planetaariumietendus, töötoad jm).  ;AHHA-003;90007572;48812124985
Julgestusmeetmeid kohaldava isiku tunnustuse taotlemine;Isikute, kes teostavad isikute, käsipagasi, kaasas olevate esemete, registreeritud pagasi, kauba ja/või posti, lennuettevõtja posti ja saadetiste, pardavarude, lennuvälja varude ning sõidukite kontrolli esmane tunnustamine.;LA-024;70000800;
Päringute esitamine Eesti patenditaotluste ja patentide andmebaasi;Saab esitada päringuid Patendiametile esitatud Eesti siseriiklike patenditaotluste ja siseriiklikku menetlusse esitatud rahvusvaheliste patenditaotluste ning nende kummagi alusel välja antud patentide kohta.;EPA-007;70003164;48812124813
Raudteekaitsevööndis tegutsemiseks kirjaliku nõusoleku väljastamine;Raudtee kaitsevööndis tegutsemiseks on vajalik muuhulgas TJA kirjalik nõusolek.;TJA-083;70003218;
Ettevõtja esitatud tõendi A1 (E101) taotluse tühistamine;Saab tühistada ettevõtjana töötaja A1 tõendi taotlust või FIEna iseendale või oma töötajale tehtud taotlust;SKA-017;70001975;48812124884
Sõjalise kauba transiidilitsentsi taotlemine;Sõjalise kauba transiidiks tuleb taotleda transiidilitsents;MFA-003;70002526;48812124766
Pädevustunnistuse taotluse läbivaatamine;Kontrollime vanust, erialast ettevalmistust, töökogemust, varasemaid karistusi ning tervisetõendi olemasolu, kas isik on sobiv töötamaks soovitud ametikohal. ;TJA-018;70003218;
Deklaratsiooni INF 14 esitamine;Isikliku sõiduauto kasutamise hüvitise ja koolituskulude katmise deklaratsioon ;mta-010;70000349;
Arhivaalidest digikoopiate tellimine (digiteerimine);Arhivaalidest saab tellida mitmesuguste parameetritega digikoopiate faile.;RA-006;70001946;
Riigi kinnisvara andmete haldamine;Riigi kinnisvara andmete haldamine, sh koondamine kinnistusraamatust, ehitisregistrist jne;RM-011;70000272;48812124901
Laevaregistri dokumendi ärakirja taotlemine;Kaubandusliku meresõidu koodeksi alusel asutatud laevaregistri dokumendi ärakirja väljastamine ;VTA-024;70002414;48812124934
Laevapereta prahitud laevade registri tõestatud ärakirjade väljastamine;Teenuse eesmärgiks on laevapereta prahitud laevade registri tõestatud ärakirjade väljastamine.;VTA-060;70002414;48812124934
Majandustegevusteade alkohoolse joogi hulgimüügiks;Ettevõtja esitab enne alkohoolse joogi hulgimüügiga alustamist registripidajale teate ;MKM-032;70003158;
Andmekogu RIHAs registreerimine;Andmekogu RIHAs registreerimine;RIA-032;70006317;48812124986
Põllumajandustootjate majandusnäitajate kogumik;Põllumajanduslike majapidamiste raamatupidamisnäitajate andmebaasi (FADN) andmete analüüsi tulemuste levitamine.;MAAI-006;70000059;48812124961
Raudteeveol töötava ohutusnõuniku eksami läbiviimine;Peale ohutusnõuniku koolitust tuleb sooritada TJA vastav eksam.;TJA-062;70003218;
Metsateatise esitamine;Füüsiline või juriidiline isik, kellel on metsa majandamisel metsaseadusega kohustuseks pandud metsateatise esitamine. ;KKA-033;70008658;48812124937
Struktuuritoetuste taotlemine;Struktuurifondide e-taotluskeskkond (e-toetus);RM-006;70000272;
X-tee teenuste avaldamine riigiportaalis eesti.ee;X-tee päringute esitluskiht võimaldab andmekogude omanikel viia e-teenused X-tee kaudu riigiportaali vahendusel kodanike, ettevõtjate või ametnikeni. E-teenusteks võivad olla andmekogust andmete pärimine, taotluste või aruannete esitamine jm. ;RIA-028;70006317;48812124980
Noortetreenerite tööjõukulude toetuse taotlemine;Toetus on ette nähtud spordiorganisatsioonidele lapsi ja noori juhendavate 5. ja kõrgema kutsetasemega treenerite tööjõukuludeks;SPOR-003;70000941;48812124969
Täiskasvanute täienduskoolitus;Täienduskoolitus rahvakultuuri ja vaimse kultuuripärandi valdkonnas,elukestva õppe võtmepädevuste alane täienduskoolitus.;RKUL-001;70001024;
Päringute esitamine Patendiameti tööstusdisainilahenduste andmebaasi;Andmebaasist saab otsida infot Eestis registreeritud tööstusdisainilahenduste, esitatud tööstusdisainilahenduste registreerimise taotluste ja Eestis kehtivate või õiguskaitse saamiseks esitatud rahvusvaheliste tööstusdisainilahenduste kohta.;EPA-011;70003164;48812124813
Digitaalse sõidumeeriku kaardi taotlemine;Teenus võimaldab taotleda digitaalse sõidumeeriku autojuhi kaarti, tööandja kaarti, töökoja kaarti või kontrollija kaarti.;MA-018;70001490;48812124916
Tõendi A1 (E101) taotlemine ametnikuna;Ametiasutus (riigi- ja kohaliku omavalitsuse asutus), kes soovib oma töötajat/ametnikku ajutiselt lähetada Eestist tööle teise Euroopa Liidu liikmesriiki, peab taotlema sotsiaalkindlustusametilt A1 tõendit.;SKA-028;70001975;48812124884
Lennujuhi loa taotlemine;Lennujuhtidele, lennujuhi õpilastele ja lennuinformaatoritele väljastatakse lennunduslube vastavalt Komisjoni määruse nr 805/201117 ja majandus- ja kommunikatsiooniministri 22.08.2005 määruse nr 96;LA-011;70000800;
Mõõtevahendi siseriikliku tüübikinnitustunnistuse väljastamine ja muutmine;Teostame legaalmetroloogilise ekspertiisi tuvastamaks mõõtevahendi tüübi nõuetele vastavust.;TJA-030;70003218;
Lapsehoiu tegevusloa andmine;Lapsehoiu- või asenduskoduteenuse  osutamiseks peab olema kõigil teenuse osutajatel (FIE, äriühing, MTÜ, omavalitsuse asutus jt) luba, mille annab asukohajärgne maavalitsus. Luba kantakse majandustegevuse registrisse.;TMV-009;70000622;48812124893
Avalike asutuste tähtajaliste digitaaldokumentide säilitamine;Rahvusarhiiv säilitab oma digitaalarhiivis soovi avaldanud avalike asutuste tähtajalisi digitaaldokumente.;RA-017;70001946;
Investeeringud majandustegevuse mitmekesistamiseks maapiirkonnas mittepõllumajandusliku tegevuse suunas;Teenus võimaldab esitada toetustaotlust investeerimistegevusteks maapiirkonnas;PRIA-004;70005967;48812124761
Raadiosideoperaatori, piirangutega raadiosideoperaatori ja väikelaeva raadiosideoperaatori tunnistuste ja kinnituslehtede taotlemine;Teenuse eesmärk on raadiosideoperaatori, piirangutega raadiosideoperaatori ja väikelaeva raadiosideoperaatori tunnistuste ja kinnituslehtede väljastamine.;VTA-035;70002414;48812124874
Liiklusväliste teabevahendite ja liikluskorraldusvahendite paigaldamisega seotud loa ning nõusoleku taotlemine riigiteele või teekaitsevööndisse;"Reklaamide  ja liikluskorraldusvahendite paigalduse lubade väljastamine; liikluskorraldusvahendite katselise kasutamise kooskõlastamine.";MA-048;70001490;48812124971
Kinnistusraamatu XML teenus;XML teenus on mõeldud kasutajatele, kellel on vajadus teha Kinnistusraamatust suuremal hulgal päringuid või hoida andmeid oma andmebaasis.;JUM-005;70000898;48812124868
Päringu tegemine kontaktis olnud isiku ja kontakti perioodi kaudu kinnipeetavani jõudmiseks;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha kinnipeeturegistrist päringuid kontaktis olnud isiku ja kontakti perioodi kaudu kinnipeetavani jõudmiseks;JUM-024;70000898;
Kalalaevale pardanumbri taotlemine;Üle 10 m kogupikkusega kalalaeva Eestis registrisse kandmine.;VTA-046;70002414;48812124934
Ajutiste näituste külastamine;Võimalus külastada põllumajanduse ja maaelu arengut tutvustavaid ajutisi näitusi ja väljapanekuid (ligipääsetavad ka erivajadustega inimestele);EPM-014;70002578;48812124870
Tuleohutuse enesekontrolli aruannete esitamine;Ehitise valdaja koostab tuleohutusaruande ehitise kohta, kus esineb kõrgendatud tulekahjuoht, viibib palju inimesi ja võib tekkida suur varaline kahju. Tuleohutusaruanne tuleb esitada üks kord aastas Päästeametile. (TuOS §4);RES-201;70000585;
Teaduse ja kõrghariduse struktuuritoetuste vahendamine;Rakendusüksus menetleb projektitaotlusi, nõustab nii toetuse taotlejaid kui ka juba toetust saanud projekte ja maksab välja toetusraha.;ARCH-008;80011561;48812124987
Ohutusnäitajate ja aruannete kontrollimine;Vaadatakse üle ja analüüsitakse raudtee-ettevõtjate ohutusnäitajate aruandlust.;TJA-073;70003218;
Interaktiivne Eesti koolide kaart;Koolikaart võimaldab tutvuda Eesti koolivõrguga.;HTM-010;70000740;48812124973
Kutselise kalapüügivõimaluste jaotamine;Kutselise kalapüügivõimaluste jaotamine kooskõlas kalapüügiseaduse 3. jaotisega, püügivõimaluste jaotamise kohta otsuste tegemine ja taotlejate teavitamine;AGRI-002;70000734;48812124983
Elektri hinna kooskõlastamine;-;KA-008;70000303;
Väikelaeva- ja jetijuhtide väljaõppe korraldamise tegevusloa taotlemine;Kui soovite tegutseda väikelaeva- ja jetijuhtide väljaõppe korraldamise valdkonnas, siis tuleb taotleda tegevusluba. ;VTA-056;70002414;48812124902
Näituste laenutamine;Arhitektuurimuuseumi korraldatud näituste laenutamine;EAM-009;70004560;
Ekskursioon;Kõikidele vanuserühmadele mõeldud ekskursioonid C. R. Jakobsoni, Kurgja-Linnutaja talu ja 19.sajandi talupidamise kohta;KURG-001;70002584;48812124956
 Laevale, lootsile ja laevaliikluse korraldamise süsteemi operaatorile tunnistuste väljastamine;Teenuse eesmärk on  laevale, lootsile ja laevaliikluse korraldamise süsteemi operaatoritele tunnistuste väljastamine;VTA-012;70002414;
Noorte Kotkaste liikmeks astumine;Noorte Kotkaste organisatsiooniga liitumise avalduse blankett;KL-001;74000725;48812124988
 Vastavushindamisasutusena tegutsemise loa väljastamine;-;MKM-001;70003158;
Taotlus järelvalvemenetluse algatamiseks;Kaebuse enda eraelu kaitseks saab inspektsioonile esitada, kui Teie isikuandmeid väärkasutatakse ning rikkuja eirab Teie nõudeid lõpetada Teie õiguste rikkumine.;AKI-012;70004235;
Raadiosagedusloa väljastamine;Raadiosageduste kasutamiseks väljastab TJA sageduslubasid. Sellega antakse sagedusloa omanikule õigus kasutada raadiosageduskanalit teatud tingimustel ning tagatakse häirevaba efektiivne raadiosageduste kasutamine.;TJA-041;70003218;
Statistika kaardirakendus;Statistika kaardirakendus on asukohapõhise statistika esitamiseks kaartidel, ruumiandmete allalaadimiseks ja ruumipäringute tegemiseks.;STAT-022;70000332;48812124989
Majandustegevusteade alkohoolse toote ja tubakatoote jaemüügiks;Ettevõtja esitab enne alkohoolse ja tubakatoote jaemüügiga alustamist registripidajale teate.;MKM-033;70003158;
Kiirgustaseme mõõtmine;Füüsilised ja juriidilised isikud,  kes ei oma kiirgustegevusluba ning soovivad mõõta erinevaid kiirgustasemeid. ;KKA-028;70008658;48812124878
Meediateenuste loa väljastamine;Raadio või televisioonisaadete tootmiseks on vaja taotleda vastava liigi meediateenuse luba. Mõnda tüüpi loa väljastamiseks on vajalik eelnev konkurss. ;TJA-052;70003218;
Maakonnasisese bussiliiniloa andmine;Väljastatakse luba, mis tõendab vedaja õigust korraldada kommertsliinivedu loale märgitud liinil.;TMV-023;70000622;48812124990
Tarbijahinnaindeks;Anda teavet tarbekaupade ja teenuste hindade muutumisest Eestis, mis võimaldab jälgida ja hinnata Eesti majanduses toimuvaid arenguid.;STAT-006;70000332;48812124991
Andmete edastamine lepingute raames;Sotsiaalkindlustusametile kinnipidamisel olevate isikute info edastamine;JUM-035;70000898;
Ametliku e-vormi portaalis avaldamine;Ametlikud vormid on taotlused, päringud jms, mille esitamiseks seni on vaja olnud pabereid täita, allkirjastada ja asutusse kohale viia. Riigiportaalis aga piisab ametlike vormide kasutamiseks täita ekraanil olev vorm ja vajutada „Saada“ nuppu.;RIA-014;70006317;48812124980
Gümnaasiumi valikkursused teaduskeskuses AHHAA;Nüüd saavad kooligrupid osaleda uurimuslikus AHHAA-õppes! Järgime avastusõppe põhimõtteid ja lähtutakse, et elulised nähtused peavad olema arusaadavad kõikides vanustes õpilastele.;AHHA-004;90007572;48812124992
